,0
0,0.030786319
1,0.034149006
2,0.03464188
3,0.034235504
4,0.029581174
5,0.028928697
6,0.024148257
7,0.024243575
8,0.02893096
9,0.028169187
10,0.026517587
11,0.02535439
12,0.021853942
13,0.02639121
14,0.025288291
15,0.023824036
16,0.027801491
17,0.026523078
18,0.022366159
19,0.022045126
20,0.026707238
21,0.026848538
22,0.026299294
23,0.025243053
24,0.027286489
25,0.027569998
26,0.02799349
27,0.025524922
28,0.030652417
29,0.030444475
30,0.031736948
31,0.024594786
32,0.027978472
33,0.028296394
34,0.022847397
35,0.030048124
36,0.02460003
37,0.03227867
38,0.029248634
39,0.029047718
40,0.02886839
41,0.022790503
42,0.027064431
43,0.025109842
44,0.032419335
45,0.032395657
46,0.035316218
47,0.031546045
48,0.03664454
49,0.033869814
50,0.029597381
51,0.029955203
52,0.028541304
53,0.021115918
54,0.02660009
55,0.02836553
56,0.031294204
57,0.024752405
58,0.023206973
59,0.026869714
60,0.025716087
61,0.024493536
62,0.020636711
63,0.020433988
64,0.024056755
65,0.02158975
66,0.025239643
67,0.027115328
68,0.024225302
69,0.02581483
70,0.0323166
71,0.029536348
72,0.030077126
73,0.031024408
74,0.02927683
75,0.03220183
76,0.034463227
77,0.035648875
78,0.03260456
79,0.03366073
80,0.030741367
81,0.027115034
82,0.028924031
83,0.026581483
84,0.03264127
85,0.027373318
86,0.029042136
87,0.032608017
88,0.02663267
89,0.030928884
90,0.03044007
91,0.024915934
92,0.028968174
93,0.028715678
94,0.0262237
95,0.028229343
96,0.031248981
97,0.027338624
98,0.02997884
99,0.028332999
100,0.026652798
101,0.02753826
102,0.028916482
103,0.026139481
104,0.027874649
105,0.02443359
106,0.025079908
107,0.021486402
108,0.023727074
109,0.022976123
110,0.026206119
111,0.030458083
112,0.030407198
113,0.03935135
114,0.032468647
115,0.03403405
116,0.035442155
117,0.029520273
118,0.030887892
119,0.026487991
120,0.028538745
121,0.03342431
122,0.028045965
123,0.030339796
124,0.024318276
125,0.026070628
126,0.019378861
127,0.021828886
128,0.022269657
129,0.022211285
130,0.02125212
131,0.02485109
132,0.024212912
133,0.024905212
134,0.025593212
135,0.03132168
136,0.03473085
137,0.027505934
138,0.033714015
139,0.033217814
140,0.029450875
141,0.026777482
142,0.03084918
143,0.028428586
144,0.025968255
145,0.028320683
146,0.028374799
147,0.029300174
148,0.027653461
149,0.028636297
150,0.03744879
151,0.028350707
152,0.036399968
153,0.030023888
154,0.030086657
155,0.027888468
156,0.025798177
157,0.02459884
158,0.028623601
159,0.030265255
160,0.030254358
161,0.029863914
162,0.02721044
163,0.030286523
164,0.03145568
165,0.027829176
166,0.027729247
167,0.026480397
168,0.02795282
169,0.025806695
170,0.03166348
171,0.030377466
172,0.028658101
173,0.02557941
174,0.024840483
175,0.0342794
176,0.04246638
177,0.034855172
178,0.030509334
179,0.04814982
180,0.050412815
181,0.039704278
182,0.040580913
183,0.037178405
184,0.027991148
185,0.04005478
186,0.05813576
187,0.06544041
188,0.047014296
189,0.034857053
190,0.031435784
191,0.036636386
192,0.038565498
193,0.03653553
194,0.04111993
195,0.040378273
196,0.047105454
197,0.05038491
198,0.11367786
199,0.081233636
200,0.040507704
201,0.04860038
202,0.046187602
203,0.03864539
204,0.04104315
205,0.054655734
206,0.052418053
207,0.044362694
208,0.041591924
209,0.04291919
210,0.030289581
211,0.03364632
212,0.056134544
213,0.08512394
214,0.1778427
215,0.30245525
216,0.53665155
217,0.4334617
218,0.24574816
219,0.20528391
220,0.09168398
221,0.066807225
222,0.12639745
223,0.1750355
224,0.22647499
225,0.16881971
226,0.103989
227,0.04697034
228,0.06656028
229,0.06815468
230,0.05446348
231,0.043264784
232,0.040654127
233,0.0488008
234,0.070247866
235,0.08231163
236,0.07226874
237,0.080749944
238,0.086239405
239,0.10130453
240,0.075494096
241,0.061660476
242,0.082669005
243,0.08363606
244,0.083408035
245,0.056651648
246,0.052360907
247,0.060547154
248,0.057911284
249,0.07619991
250,0.06498177
251,0.08759402
252,0.075402975
253,0.0635941
254,0.06197848
255,0.07259025
256,0.047894135
257,0.038124826
258,0.042162154
259,0.043184064
260,0.044981483
261,0.063205235
262,0.0796204
263,0.09605372
264,0.13882758
265,0.26657987
266,0.27010378
267,0.14137708
268,0.1204929
269,0.111951835
270,0.084753685
271,0.09329913
272,0.09179743
273,0.106421016
274,0.069509536
275,0.074878216
276,0.04858597
277,0.05130204
278,0.046366386
