,0
0,0.0
1,0.0
2,6.217248937900877e-15
3,1.1546319456101628e-14
4,4.440892098500626e-15
5,6.217248937900877e-15
6,1.3322676295501878e-15
7,8.881784197001252e-15
8,1.7763568394002505e-15
9,1.3322676295501878e-15
10,8.43769498715119e-15
11,0.00013598416601904792
12,3.3312276311636375e-05
13,0.0002528439626881938
14,0.00041609094935209334
15,0.0003793414299279989
16,0.0001638811417198798
17,0.0003374625755551918
18,0.00032771729175138113
19,0.00027161285140591643
20,0.0005681826934009354
21,0.0006914712066253402
22,0.0007704888271542087
23,0.00037101658041735865
24,0.00014867653153314447
25,0.00010867853637561716
26,6.397649290102072e-05
27,0.0002960219634124607
28,0.00012938103788313855
29,0.0003664591251113571
30,0.00017048701440866695
31,0.0005237724324022826
32,0.00011602916361056142
33,8.879254711790229e-05
34,0.00024563888471383876
35,9.433534576116174e-05
36,6.937473047887506e-05
37,0.00011869869185647883
38,8.679782912620079e-05
39,4.96484201460821e-05
40,0.00011247043885109503
41,0.00010297899162695897
42,0.00010652984652630121
43,0.0002646782603553127
44,0.00013799908409723046
45,5.890505099270504e-05
46,5.800950483116157e-05
47,4.7948039399881336e-05
48,0.00021760835570652768
49,0.00046508718234492886
50,0.0004238162604126842
51,0.00014911473174329692
52,0.0004981344657283486
53,0.000781657514393886
54,0.0007823769856339885
55,0.0006298386701200913
56,0.0007028880149047669
57,0.0006755059938310995
58,0.0005810601916228918
59,0.0006176998077199392
60,0.000680738510980915
61,0.0003459776760182587
62,0.00022430783995591063
63,0.0006915701289070619
64,0.0005809650123431634
65,0.0008636684386617181
66,0.0010578201929376423
67,0.001357080712296925
68,0.0016840451377605028
69,0.0015583744564368828
70,0.001100796588099248
71,0.0005463626694102234
72,0.0005222775745580183
73,0.000635622165903301
74,0.0004891594068013318
75,0.000926818308193007
76,0.0008204899252559785
77,0.0008801507955203215
78,0.001550679941132898
79,0.001501482503026131
80,0.0015537930438323327
81,0.0016557081581250169
82,0.0019774996105646125
83,0.00146920814445913
84,0.0010145999618442914
85,0.0014836026295589884
86,0.0016623097261463775
87,0.0012894833479884502
88,0.0013121565893897827
89,0.0011340022953270146
90,0.0011139854868048263
91,0.0005756186484319886
92,0.0005649989113201703
93,0.0005709087078414059
94,0.0006828631983654693
95,0.0011965249996363735
96,0.0013671932372039655
97,0.0011184590593471342
98,0.0011602914300973782
99,0.0014168149705104153
100,0.0014779008217059811
101,0.0011283718614994288
102,0.0013178072621802981
103,0.0014361002519482564
104,0.0016407786755883685
105,0.0015035338752558119
106,0.0012994599349226647
107,0.0015860372397810188
108,0.001628363885360136
109,0.0017380431557588215
110,0.0015558691067042362
111,0.001687916773136496
112,0.0017401143896441996
113,0.0029338138817357135
114,0.00283451346344419
115,0.0024051150519236743
116,0.0021275499600838625
117,0.0017126997181541577
118,0.0011614598076479482
119,0.0014089860935850669
120,0.001268889782048966
121,0.0015710138200767127
122,0.0023328034492203467
123,0.002617041130418819
124,0.002609061523521147
125,0.002509659392866112
126,0.002515882242108481
127,0.0023530379330293835
128,0.0019183351229391497
129,0.001674587207025965
130,0.0016375508576470397
131,0.0011956227043792152
132,0.0008962998989499724
133,0.0010237819492514488
134,0.001539449032431288
135,0.0024533811571397683
136,0.0031779283211015026
137,0.0052548013351900276
138,0.005349557938499253
139,0.005869783598090835
140,0.006441607427444566
141,0.007367251686092975
142,0.006662726770060362
143,0.007381441793442615
144,0.008506360315161571
145,0.008432373531075411
146,0.008719765002509311
147,0.009521983550530775
148,0.005523416645600994
149,0.0051338612732084715
150,0.005579444210701063
151,0.006094350836128141
152,0.0012181611778672823
153,0.0017099516121953859
154,0.002099894445290469
155,0.00198362504807849
156,0.0017655589114658494
157,0.0009600388839071249
158,0.0008445023783386173
159,0.0009932625661176063
160,0.0005027474560544534
161,0.0010134057788000954
162,0.0004975326520241969
163,0.0013587908647320027
164,0.00037743176496785416
165,0.0005762451616009805
166,0.0010316266251071376
167,0.0011293491482570923
168,0.0017952939712554726
169,0.0016518849154551888
170,0.0017258776765624248
171,0.0010249333183894379
172,0.0008030656554471607
173,0.0006658927546853608
174,0.0006771029108558384
175,0.0011330704960838152
176,0.0013323833096217338
177,0.001730055020410327
178,0.0022728230167944254
179,0.001027755831691506
180,0.0007379037087096287
181,0.0010209713926256155
182,0.0016092664231962598
183,0.0022502975961901346
184,0.001763748458911382
185,0.001379655759458515
186,0.0011579304741196354
187,0.0010123840518624346
188,0.001060750465937192
189,0.0020218260194799897
190,0.0014433726659520466
191,0.0017933626367870209
192,0.0021389830941547644
193,0.002166086937760477
194,0.0010739604289076222
195,0.0013299684888855754
196,0.0011108752217342662
197,0.0012530064803171162
198,0.0008811605006894494
199,0.0010702759153425638
200,0.0012075881668231372
201,0.0016426367872488365
202,0.0012285147361216348
203,0.0010949706001358685
204,0.000524295019885741
205,0.0006856885546289732
206,0.0008124094454980284
207,0.0007539075577203511
208,0.0012709122564782908
209,0.0016700025746028615
210,0.0013665848500743385
211,0.0012162177555012762
212,0.004395236860505226
213,0.004692699104450544
214,0.005293769425524981
215,0.005468778065414754
216,0.005799682418088354
217,0.00438066717681707
218,0.0035684411245269208
219,0.0037728569458997073
220,0.0021754181500732456
221,0.0024280077459747098
222,0.0019525036951429113
223,0.0017488683905848776
224,0.0013099134512764652
225,0.0011743483806005133
226,0.0016351853749112881
227,0.0012363390306026226
228,0.002154859463295188
229,0.002911354264417527
230,0.0025018572371564183
231,0.0021933971475073064
232,0.0012968670249198727
233,0.0012930257313743525
234,0.002081642058064422
235,0.0026196672715357583
236,0.004338796644549833
237,0.004685654653079197
238,0.004912821399436081
239,0.005463494151542067
240,0.005245652857790179
241,0.005496164372231123
242,0.005261994621459027
243,0.005408086776129636
244,0.005383307165676162
245,0.0052985685038529065
246,0.005823632015922436
247,0.0034427431548510966
248,0.003342235787087435
249,0.0035057146122119695
250,0.003599546780583041
251,0.003488304047579544
252,0.0034980206632170747
253,0.0037817630865045176
254,0.004310052549342047
255,0.005169695875419261
256,0.005474579989746115
257,0.005008349015009462
258,0.004801387672618581
259,0.004545119885880744
260,0.003926310750395146
261,0.00416089538399454
262,0.004070329106455409
263,0.004539881961539795
264,0.003927937335017581
265,0.002934550126886674
266,0.0025567292849189432
267,0.002139155580197904
268,0.004108140632338121
269,0.005296408984148873
270,0.008705696428549778
271,0.009023342915529014
272,0.009557175175390446
273,0.010246880319817445
274,0.010752771396486654
275,0.009231436294657594
276,0.010743822233124686
277,0.012693585789870305
278,0.012024139152464622
279,0.013289471811837268
280,0.014261044254531709
281,0.001911858050485465
282,0.002377842346291325
283,0.0021076380661581946
284,0.0023711977903718494
285,0.0022255460888092366
286,0.002080364337404245
287,0.0027521837198783306
288,0.001958280055461405
289,0.00184088147772903
290,0.0019902092450367536
291,0.0017339219499268985
292,0.0019428787154102242
