,0
0,4.805079277617722
1,4.836051271774295
2,4.613052103826658
3,4.351629478169099
4,4.156143835907318
5,3.932068758492501
6,3.7254215654509575
7,3.56312006006255
8,3.473992007357067
9,3.3747377028058003
10,3.2979823275699176
11,3.283441382691132
12,3.263858553215315
13,3.214619232095936
14,3.1912263748678185
15,3.1676381702505427
16,3.1397573496222515
17,3.094535762685096
18,3.055604801092191
19,3.0200788344923994
20,2.9609860210005996
21,2.9246267735136366
22,2.888305894131012
23,2.853865000637071
24,2.803599422441372
25,2.7725211233743723
26,2.758880903339904
27,2.7206897411883038
28,2.6819122259518293
29,2.6482179975013374
30,2.602730665950936
31,2.564405185903728
32,2.5339588885378608
33,2.503504870828908
34,2.4640063541123003
35,2.430727631250831
36,2.396486836597579
37,2.3528049695858737
38,2.301958007853371
39,2.2592110409244417
40,2.2175044687909296
41,2.192574591080096
42,2.155033158442125
43,2.1178622439611474
44,2.0823141222192576
45,2.0272596295817675
46,1.9907265794393003
47,1.9606045575903324
48,1.9331381049768241
49,1.9079542201734663
50,1.8871832155634929
51,1.8639656050347098
52,1.8336225429473678
53,1.807605846155546
54,1.7827010912833507
55,1.7556584085794809
56,1.7334308191452046
57,1.705279188331086
58,1.683629677375654
59,1.6553797267818622
60,1.6325080392771156
61,1.6115877317595795
62,1.5902144797598947
63,1.5714645439595532
64,1.5550034102353314
65,1.5339251044013968
66,1.5201239405974203
67,1.5186700114035434
68,1.5075136312849882
69,1.4974232565483354
70,1.4833727400888086
71,1.4711184332775766
72,1.4564842557078592
73,1.4399041034047173
74,1.4286816461354672
75,1.4121427752061961
76,1.3944698609578332
77,1.3791065127895485
78,1.3629260331244861
79,1.34296012036852
80,1.3296894632841703
81,1.3246723536318246
82,1.3197911655633288
83,1.3115643973024056
84,1.3086044348484518
85,1.3039946887214606
86,1.2965515896055557
87,1.288517089318728
88,1.279552118190683
89,1.2706020594200582
90,1.264356894321099
91,1.2625860331107288
92,1.2694077222036426
93,1.274501283721093
94,1.2791752986526543
95,1.2920781230434264
96,1.3068447131699261
97,1.3205292145404195
98,1.3430048133165327
99,1.3430616695532975
100,1.3430966530502735
101,1.3430438315737292
102,1.3430751326342503
103,1.3430844403285827
104,1.3431284467854812
105,1.3431033435199151
106,1.3430406667963533
107,1.343121503403656
108,1.3431163111209166
109,1.3431878407352034
110,1.343096522868439
111,1.3431102128252084
112,1.3431526677951675
113,1.3433402165122277
114,1.3432990263661784
115,1.3431803853924944
116,1.3431488333484094
117,1.3430962319098476
118,1.3430303837464053
119,1.343095233936782
120,1.3430602711286364
121,1.3431645999903465
122,1.3432835751412378
123,1.3432755701418946
124,1.3432133748719586
125,1.343111355970744
126,1.3431912365086287
127,1.3431518670673055
128,1.3429906671535239
129,1.3429956208133995
130,1.3429208572544187
131,1.3429109985008199
132,1.3428201585811002
133,1.3427630923001095
134,1.3428757813778582
135,1.3430041967718587
136,1.3431547184439687
137,1.3434893840302669
138,1.3435821460825794
139,1.3437794167965638
140,1.3438582722730417
141,1.34406777780018
142,1.3439113936499603
143,1.3440327364446107
144,1.3442046992840049
145,1.3441587794171344
146,1.344239494039237
147,1.344406782605628
148,1.3436307808762646
149,1.343482727311471
150,1.3434752545235193
151,1.3434712405397937
152,1.3428372226581544
153,1.3428160608777435
154,1.3426678877385243
155,1.3426674901798583
156,1.3427142905931497
157,1.342792829162334
158,1.3427728857436299
159,1.3427367184247743
160,1.3428731796697906
161,1.34293452985361
162,1.3428594876967372
163,1.342951485752628
164,1.3427883772942562
165,1.342734394437953
166,1.3426387910903985
167,1.3425707178257305
168,1.3424706255279997
169,1.3425148522858745
170,1.342556475582391
171,1.3426536865221874
172,1.342752988436471
173,1.3428249988030674
174,1.3428377731914336
175,1.342914589152506
176,1.3429675663212648
177,1.3428965476158876
178,1.342984405188129
179,1.3428200876604912
180,1.3427234469784946
181,1.3426566704476275
182,1.3425311008197605
183,1.3424903094596805
184,1.3425258995075737
185,1.3425302244374047
186,1.3425619696064601
187,1.3425966613558638
188,1.3426814091163926
189,1.3428100281551076
190,1.3428361086172445
191,1.3429267468208692
192,1.3428470325826072
193,1.3428282758787125
194,1.342799484653826
195,1.3427780739938007
196,1.3426398211486839
197,1.3426193789187761
198,1.3426742317579237
199,1.3427225016041502
200,1.342710207091448
201,1.3426845812575892
202,1.3427484155036706
203,1.3428448089716785
204,1.3428798234142352
205,1.342908362866577
206,1.3429174628836258
207,1.3428731154993512
208,1.342807733448241
209,1.3429166494444065
210,1.3429152826666422
211,1.3428127802078527
212,1.3432225657094656
213,1.3432546945861903
214,1.3433130202558896
215,1.3432728275569192
216,1.3433629238183888
217,1.3432504333884763
218,1.342998957325599
219,1.3429675631653415
220,1.3428264421119704
221,1.3427757617540272
222,1.3427974427714784
223,1.3429285383333052
224,1.3428501441476102
225,1.342859174909676
226,1.342970137785068
227,1.342909844484882
228,1.3430563489296787
229,1.3430872957378142
230,1.3429712004545604
231,1.3430330245528557
232,1.3429248890340448
233,1.3430046079185274
234,1.343206865517246
235,1.343286072090186
236,1.3434859680063338
237,1.3436273981648548
238,1.3436399923149376
239,1.3435651286430577
240,1.3436851626938662
241,1.3436680870450934
242,1.343689118205347
243,1.3439503709678187
244,1.3439913779826542
245,1.3439098808230807
246,1.3439433046803153
247,1.3433710343658323
248,1.3433070105013618
249,1.3432990893093142
250,1.343365908182152
251,1.343386546605289
252,1.3434483259946717
253,1.3435048684800657
254,1.343603391407292
255,1.3439193702459937
256,1.3440097304653784
257,1.3438768169164264
258,1.343895987396926
259,1.3437985060997042
260,1.3437312691546992
261,1.3436135234989106
262,1.3435011980536526
263,1.343550081376294
264,1.3433570587980084
265,1.3433602779273957
266,1.3433232146769927
267,1.343291401041936
268,1.3435579194623628
269,1.3436387987622942
270,1.3440117922475756
271,1.3439803150690037
272,1.344001907632939
273,1.3439784774450223
274,1.3440507538734823
275,1.343910563116156
276,1.3440297915298887
277,1.3442436593319496
278,1.344275805741581
279,1.3443851240302973
280,1.3445300795304265
281,1.3430925434245402
282,1.3432414525075305
283,1.3432805999822512
284,1.3433943320049724
285,1.3433724356834233
286,1.3433466185655494
287,1.3434106416410387
288,1.343267504917016
289,1.3431939677848792
290,1.3432268211213205
291,1.343079635786081
292,1.3430985689586843
293,1.3430107397020878
294,1.3430693162676866
295,1.3432366297308054
296,1.3432806834388882
297,1.3433788870042136
298,1.3434945868327506
299,1.3435942098622256
300,1.343567895949432
301,1.3434153508921909
302,1.3434410343216492
303,1.3432939573397746
304,1.3432339407965252
305,1.3433753539481266
306,1.3434567961420367
307,1.3435805170125266
308,1.343623781038479
309,1.343309664808151
310,1.3433035817660715
311,1.3429792803194163
312,1.3429275237039777
313,1.3428107427963962
314,1.342817810311203
315,1.342694126785805
316,1.3426520769136614
317,1.3426734344489788
318,1.3427128677100832
319,1.34281871185328
320,1.342801717469531
321,1.3428540074360003
322,1.3431416463468417
323,1.3432052612562566
324,1.3432091664482941
325,1.3432322635109784
326,1.3433183606916939
327,1.3432402195935111
328,1.3432844221559745
329,1.343237468066753
330,1.3431895083776515
331,1.3433401476079032
332,1.3433121049504808
333,1.3431667502260596
334,1.3433011099768448
335,1.3428564076033025
336,1.342889204133125
337,1.3430609471098653
338,1.343254582550915
339,1.3432308622810518
340,1.3433639967446322
341,1.3434024913815614
342,1.3432339464070555
343,1.3433792295972162
344,1.3434616914173325
345,1.3434393958714912
346,1.3434355431905098
347,1.3435355160014795
348,1.3437657569963948
349,1.3436425581682103
350,1.3435549174780286
351,1.3435716036332728
352,1.3433709568703833
353,1.3432588202545335
354,1.3430101412163078
355,1.342748808240787
356,1.3425425149175383
357,1.3424118418111053
358,1.3425741094789223
359,1.3428189812463958
360,1.3431956431418064
361,1.3432996565865198
362,1.3436820011600785
363,1.3441637942230227
364,1.344461811299833
365,1.3446216799399868
366,1.3449087299204832
367,1.3449537220774124
368,1.3450434811810807
369,1.3448015230320904
370,1.344987797457471
371,1.3452230864393013
372,1.3451167801286765
373,1.3450150568322734
374,1.3450699715625833
375,1.3429474019002683
376,1.3432062807071334
377,1.343254859395516
378,1.3434510842715988
379,1.3436112892805732
380,1.34363238390995
381,1.3434669096487744
382,1.3433560453959845
383,1.3432299671384853
384,1.3428050977263337
385,1.3426445528419566
386,1.3426673329096825
387,1.3426733353880542
388,1.3427911410063844
389,1.3428666105278648
390,1.3428872849811262
391,1.3429033184739076
392,1.343344920240514
393,1.3434608023236188
394,1.343636358707629
395,1.3433638968070625
396,1.3431541277603325
397,1.3431792407566616
398,1.3430483175433108
399,1.342607193723749
400,1.342687434562872
401,1.3426407474998245
402,1.342727059896973
403,1.343043789670081
404,1.343164710359996
405,1.3435789645612777
406,1.3439241028159126
407,1.3442221888847115
408,1.3448341381839908
409,1.3448925317937048
410,1.3448763959964112
411,1.3447786537218687
412,1.3447009262249616
413,1.3444427949335855
414,1.3444480778614545
415,1.3447442103260923
416,1.3447169179017597
417,1.3450148663372392
418,1.3450879526983377
419,1.3431949593584338
420,1.3434039605515025
421,1.343223278159141
422,1.3433596050144256
423,1.3432730148083658
424,1.3433186111492696
425,1.3432920638734849
426,1.343355962027012
427,1.3433617375419027
428,1.3434038921731652
429,1.3432767906952146
430,1.3433502707577392
431,1.3432551894524902
432,1.3432804909275695
433,1.3431414203476708
434,1.3431320490965506
435,1.3430708034965215
436,1.343190097307997
437,1.3430257736438422
438,1.3430438131641766
439,1.343128397781006
440,1.343141872346013
441,1.3431437111096332
